date,symbol,open,high,low,close,volume
2010-01-01,PATINTLOG,11.119064260575135,18.661367493140546,11.119064260575135,13.587808609008789,3710182
2010-02-01,PATINTLOG,12.965760754018936,14.967969799656588,10.574773010295548,11.449524879455566,269996
2010-03-01,PATINTLOG,11.44952585197554,14.715264936118505,11.391209485681646,14.618069648742676,676519
2010-04-01,PATINTLOG,14.773582308020941,15.939917710963035,13.35454076675279,14.229291915893555,1120944
2010-05-01,PATINTLOG,14.345928128743807,14.57919523968059,10.96355421402875,11.896622657775879,471321
2010-06-01,PATINTLOG,12.052132731244182,12.829689395600333,10.49701779026866,11.93549919128418,486091
2010-07-01,PATINTLOG,11.799427094983152,16.56196337801475,11.507842829628338,15.240117073059082,4119505
2010-08-01,PATINTLOG,15.395628752793476,17.261765571313898,14.248732300766415,14.540316581726074,1493782
2010-09-01,PATINTLOG,14.423680376955652,15.862160925692187,14.190413304519002,14.637508392333984,445864
2010-10-01,PATINTLOG,15.050117177261454,15.727870529140452,13.614874201522726,14.33249568939209,318873
2010-11-01,PATINTLOG,14.153090799577773,19.016970347672867,13.734477849621925,14.43216609954834,1091872
2010-12-01,PATINTLOG,14.452098731457127,15.548464100976432,11.72114986073608,12.877317428588867,160450
2011-01-01,PATINTLOG,13.236129174867452,13.35573192010944,10.066633279489663,10.704519271850586,124715
2011-02-01,PATINTLOG,10.365644704981158,11.043398085642856,7.893836701796946,8.15297794342041,94870
2011-03-01,PATINTLOG,8.17291060678664,10.265972595358189,7.834033148072153,8.910465240478516,175679
2011-04-01,PATINTLOG,9.169606924321421,11.761018205827073,9.0101360458647,10.166303634643555,220476
2011-05-01,PATINTLOG,9.8672949538631,10.465312854905092,8.61145777500468,9.787559509277344,80865
2011-06-01,PATINTLOG,9.588220029479714,12.119829161531344,9.249343372747038,11.681282997131348,929773
2011-07-01,PATINTLOG,12.139762210994158,14.910578259896113,11.322470497966414,13.455401420593262,1171223
2011-08-01,PATINTLOG,13.555071164405954,13.555071164405954,9.209473806649388,10.98359489440918,237807
2011-09-01,PATINTLOG,10.983594531404641,16.30595265882507,9.986897073246384,12.777647972106934,5954459
2011-10-01,PATINTLOG,12.724442980486295,14.40735371100993,12.396069698330216,13.668514251708984,3333800
2011-11-01,PATINTLOG,13.134908189316404,14.243166091727176,10.282170113483046,11.062055587768555,2390324
2011-12-01,PATINTLOG,11.493042591637302,11.657229206180801,7.675711250628735,8.10669994354248,485603
2012-01-01,PATINTLOG,8.188793557761159,12.703918627237863,7.880943734342111,10.897869110107422,101437
2012-02-01,PATINTLOG,10.692635934759222,11.493043967918727,9.440714870311902,9.851181030273438,193850
2012-03-01,PATINTLOG,10.754205366505797,10.754205366505797,8.332456326260006,9.58437728881836,141640
2012-04-01,PATINTLOG,9.030249918521175,11.451998400523024,8.701876637127377,9.214959144592285,457539
2012-05-01,PATINTLOG,9.214958569572834,10.261646955663279,7.798850903291718,9.091818809509277,204738
2012-06-01,PATINTLOG,8.619782517527383,11.082576671434868,8.106700082967363,9.132864952087402,157475
2012-07-01,PATINTLOG,8.948157456155814,10.261649067938734,8.537691221086078,9.194437026977539,360997
2012-08-01,PATINTLOG,9.194435739430034,9.440715275763878,6.731640801641822,8.086177825927734,208432
2012-09-01,PATINTLOG,8.086177804694463,9.50228556044578,7.38838521951391,8.188794136047363,491406
2012-10-01,PATINTLOG,8.414550392205083,9.81013374523979,8.045130268048377,8.64030647277832,524159
2012-11-01,PATINTLOG,8.742922963910464,10.631066235121779,8.127224163635079,9.810133934020996,806180
2012-12-01,PATINTLOG,10.056414315802316,10.507927375425195,8.619783942430693,8.845540046691895,142940
2013-01-01,PATINTLOG,10.117982670590978,10.425833340137336,8.742922758240148,8.948155403137207,558868
2013-02-01,PATINTLOG,9.440714689382164,9.440714689382164,7.593618281605193,8.1682710647583,111048
2013-03-01,PATINTLOG,8.517167195604308,9.132866931393126,6.670070541539425,7.367863178253174,158768
2013-04-01,PATINTLOG,7.2036769868888015,8.209317734919287,6.403268054523167,7.080536365509033,153855
2013-05-01,PATINTLOG,7.080534893347492,7.347337815329917,6.362219857918071,6.567452907562256,40876
2013-06-01,PATINTLOG,7.142105363266173,7.162627945289659,5.028206220219522,5.3155317306518555,95700
2013-07-01,PATINTLOG,5.336056810952571,5.8901858022051545,4.125182064885642,4.207275390625,74105
2013-08-01,PATINTLOG,4.28936799573294,4.884543762638361,3.365820044913607,4.55617094039917,95274
2013-09-01,PATINTLOG,4.515123211078844,4.679309819154544,3.1195402340614833,3.9404709339141846,9942
2013-10-01,PATINTLOG,4.140804084378375,6.038673629218208,4.140804084378375,4.485871315002441,42934
2013-11-01,PATINTLOG,5.283839076707365,6.7935075759887695,4.313337547238222,6.7935075759887695,17677
2013-12-01,PATINTLOG,6.7935088964609,7.418943346956904,5.4348066699836,5.887707710266113,15007
2014-01-01,PATINTLOG,6.146507348267523,8.43257689703573,6.146507348267523,6.922907829284668,87114
2014-02-01,PATINTLOG,7.246409772308895,7.267975722751252,6.060241356946619,6.2974748611450195,15987
2014-03-01,PATINTLOG,6.297474011815378,7.742442581308225,6.0386736977083055,7.052308559417725,629110
2014-04-01,PATINTLOG,6.92290764870987,8.303176525758095,6.901341254945719,7.828709602355957,167789
2014-05-01,PATINTLOG,7.828710280426409,11.861681267393744,6.1896409587627,9.48934555053711,766671
2014-06-01,PATINTLOG,9.554044084171592,13.932082263205519,9.510911297875504,11.10684585571289,953011
2014-07-01,PATINTLOG,11.322513294999343,17.469020307857235,10.783346719251403,14.10461711883545,4252889
2014-08-01,PATINTLOG,13.888952575153457,20.617760858474735,13.263517643456884,17.641557693481445,4808959
2014-09-01,PATINTLOG,17.965054961349384,28.10140037536621,15.571151731474597,28.10140037536621,8843888
2014-10-01,PATINTLOG,28.899370300566687,35.26154588644749,25.233032130523572,31.918704986572266,10422499
2014-11-01,PATINTLOG,32.134372177574946,59.69660613364919,30.84037241412255,51.4581298828125,23532943
2014-12-01,PATINTLOG,51.13463335499747,68.1076228544404,45.50572478724282,66.20975494384766,30001046
2015-01-01,PATINTLOG,66.64107956192733,67.6115856526568,53.916732357005245,56.61256790161133,14140222
2015-02-01,PATINTLOG,56.15967491981559,61.09844458932886,48.3093974342787,55.124473571777344,7290105
2015-03-01,PATINTLOG,54.02457290089407,60.774946645725215,41.27865241538032,51.95417022705078,6863293
2015-04-01,PATINTLOG,51.760066010907416,60.17108120953092,44.23328959609292,47.3604621887207,5869443
2015-05-01,PATINTLOG,47.360467662057516,50.638603169940765,43.17652821119115,44.4489631652832,5674338
2015-06-01,PATINTLOG,45.07439094273476,45.91549245936476,34.506709348835656,35.97324752807617,5870518
2015-07-01,PATINTLOG,36.42614497924007,49.12892763639201,36.2751788696137,43.67255401611328,9018719
2015-08-01,PATINTLOG,43.56472200737393,44.96655784759493,28.036702494496932,39.208251953125,5141939
2015-09-01,PATINTLOG,38.00051276486648,39.03571398005602,32.00497030669674,35.06744384765625,3120295
2015-10-01,PATINTLOG,35.65613105349575,42.88284676180424,35.24379495004582,39.64927291870117,5160925
2015-11-01,PATINTLOG,39.996504722880104,61.85026251174041,35.721241951058666,57.271175384521484,16626836
2015-12-01,PATINTLOG,57.68351296491504,62.28430400382481,47.31002663014391,50.04446029663086,16300563
2016-01-01,PATINTLOG,50.47849801635023,51.65039870526871,35.37401184774577,42.4271125793457,4935081
2016-02-01,PATINTLOG,42.9262572819813,48.13470085512867,32.986810496566726,33.44255065917969,4706845
2016-03-01,PATINTLOG,34.26721759725954,42.31860271581603,33.6595652788949,39.8445930480957,5456318
2016-04-01,PATINTLOG,39.73608131583987,46.22493705284392,38.39056829472732,40.47394561767578,6539139
2016-05-01,PATINTLOG,40.36543439787655,46.35514195116742,38.15184525866048,43.18667221069336,6363011
2016-06-01,PATINTLOG,43.40369770654814,52.62698396417589,41.79776063581294,48.95936965942383,16134986
2016-07-01,PATINTLOG,49.3065909468402,54.623541566760515,47.59214605632379,52.58356857299805,12236633
2016-08-01,PATINTLOG,53.12611691723325,54.428229425938795,38.4122686082184,39.17183303833008,8956678
2016-09-01,PATINTLOG,39.49735986709785,43.164973860415444,35.39571314545377,37.175262451171875,4066540
2016-10-01,PATINTLOG,39.06332614277017,41.10329954134538,36.45910439991883,38.41227340698242,3104848
2016-11-01,PATINTLOG,38.34716412475523,40.27862925903226,29.861742692032532,34.48423385620117,3135660
2016-12-01,PATINTLOG,35.15699340775101,35.15699340775101,30.425990533376247,31.337467193603516,1576646
2017-01-01,PATINTLOG,31.793201327980203,37.52248776880012,31.3591614764869,35.30889892578125,3377073
2017-02-01,PATINTLOG,35.43912248547811,37.32718385805677,31.68469994005137,35.50422668457031,2873185
2017-03-01,PATINTLOG,35.80804816205843,40.235222891972334,33.42084303130799,37.73950958251953,5363056
2017-04-01,PATINTLOG,38.19524656289919,40.669255873932464,36.97994210138484,38.32545852661133,2847434
2017-05-01,PATINTLOG,38.32545875497907,39.88799152913689,32.50936394007504,33.50764846801758,2411947
2017-06-01,PATINTLOG,34.0719007444787,42.25349768247325,33.659564608109235,39.063323974609375,5964698
2017-07-01,PATINTLOG,39.171836860531485,42.53562303637685,36.97994773698966,37.24037170410156,4304087
2017-08-01,PATINTLOG,37.67440632944341,37.95653048098485,29.080475205438333,33.98509216308594,3390360
2017-09-01,PATINTLOG,33.98509230660052,35.61272943396688,30.20897013922271,31.40257453918457,3078712
2017-10-01,PATINTLOG,31.605188850438722,37.91748763823936,31.452292891684174,35.034358978271484,5575351
2017-11-01,PATINTLOG,35.07803588592673,41.06270857580674,33.54910559436091,37.41511535644531,11399760
2017-12-01,PATINTLOG,37.74274655168512,38.66010769216124,33.00306302610672,34.88146209716797,3872786
2018-01-01,PATINTLOG,35.09988124713938,39.57746404604365,32.7628016745437,34.13883972167969,7914589
2018-02-01,PATINTLOG,34.160680046656935,34.553832740600676,26.865496887013773,29.311784744262695,2427305
2018-03-01,PATINTLOG,29.355467491398095,30.185458689659455,23.807633303447755,23.960527420043945,1298214
2018-04-01,PATINTLOG,24.61578279888936,34.70672397192949,24.200788100249305,31.16834259033203,9350704
2018-05-01,PATINTLOG,31.168347017807083,31.168347017807083,23.283432131085775,26.516029357910156,2538464
2018-06-01,PATINTLOG,26.51602567204152,27.06207247395475,21.66713231739033,23.52368927001953,1619520
2018-07-01,PATINTLOG,23.174223357322216,24.987098301559207,20.531357103716754,23.632902145385742,2704799
2018-08-01,PATINTLOG,23.85131794480415,26.64707803248998,21.885549076538705,22.453439712524414,2360338
2018-09-01,PATINTLOG,22.912119541892338,23.807635044031798,15.857196558227724,16.07561492919922,940583
2018-10-01,PATINTLOG,16.074552582681434,18.53562235500261,15.187680145349097,17.249656677246094,1152063
2018-11-01,PATINTLOG,17.294001937668334,19.0677469520989,16.251927615181007,17.75960922241211,1325647
2018-12-01,PATINTLOG,19.023401644882178,23.0586687719134,17.338344557393757,21.639673233032227,2037389
2019-01-01,PATINTLOG,21.59533140958362,22.171798460096706,17.360518174027515,18.203046798706055,586874
2019-02-01,PATINTLOG,18.49127700479239,18.82385440560802,15.32071123916843,17.693092346191406,544909
